,job_titles,company_names,experiences,locations,descriptions_url,skills_sets
159,Data Analyst Associate ,Zobello.com,1 - 2 yrs,"Delhi,  Delhi/NCR",https://www.timesjobs.com/job-detail/data-analyst-associate-zobello-com-delhi-delhi-ncr-1-to-2-yrs-jobid-l__SLASH__xvd0V__PLUS__axtzpSvf__PLUS__uAgZw==&source=srp,"['data mining', 'data analysis', 'data modeling']"
160,Data Analyst - OpenData ,Veeva Systems,0 - 3 yrs,Singapore,https://www.timesjobs.com/job-detail/data-analyst-opendata-veeva-systems-singapore-0-to-3-yrs-jobid-zZtevdIjrZ5zpSvf__PLUS__uAgZw==&source=srp,"['curl', 'java', 'mysql', 'html', 'api', 'python', 'oracle', 'bi', 'sql', 'database', 'data extraction', 'postgresql', 'linux', 'san', 'team player']"
161,Media Data Analyst ,Merkle Inc.,1 - 2 yrs,Pune,https://www.timesjobs.com/job-detail/media-data-analyst-merkle-inc-pune-1-to-2-yrs-jobid-vLBiwiChieNzpSvf__PLUS__uAgZw==&source=srp,"['campaign manager', 'marketing campaigns', 'performance marketing', 'marketing', 'web analytics']"
162,SE / SSE-Data Analyst ,BOLD,2 - 6 yrs,Noida/Greater Noida,https://www.timesjobs.com/job-detail/se-sse-data-analyst-bold-noida-greater-noida-2-to-6-yrs-jobid-dJKHH71m5SxzpSvf__PLUS__uAgZw==&source=srp,"['bi', 'business intelligence', 'etl', 'san']"
163,JR. Data Analyst ,Plasma,1 - 4 yrs,Dallas,https://www.timesjobs.com/job-detail/jr-data-analyst-plasma-dallas-1-to-4-yrs-jobid-mCk__PLUS__xwLr8fFzpSvf__PLUS__uAgZw==&source=srp,"['information technology', 'oracleagile', 'sql']"
164,"Data Analyst ,Customer Visibility ",Coupa Software Inc.,0 - 3 yrs,Pune,https://www.timesjobs.com/job-detail/data-analyst-customer-visibility-coupa-software-inc-pune-0-to-3-yrs-jobid-1v4YRpiIXCJzpSvf__PLUS__uAgZw==&source=srp,"['css', 'salesforce', 'web development', 'html', 'python', 'javascript', 'sql', 'python scripting', 'visual basic', 'crm', 'php', 'forms']"
165,Junior Data Analyst ,Binance,2 - 3 yrs,Singapore,https://www.timesjobs.com/job-detail/junior-data-analyst-binance-singapore-2-to-3-yrs-jobid-y8laUWjbvvZzpSvf__PLUS__uAgZw==&source=srp,"['python', 'team player', 'machine learning', 'sql']"
166,Lead/Senior Data Analyst ,Vestas Wind Technology India Pvt Ltd,7 - 10 yrs,Chennai,https://www.timesjobs.com/job-detail/lead-senior-data-analyst-vestas-wind-technology-india-pvt-ltd-chennai-7-to-10-yrs-jobid-S7hOT71vVvdzpSvf__PLUS__uAgZw==&source=srp,"['devops', 'python', 'data mining', 'sql', 'git', 'machine learning', 'production environment']"
167,Data Analyst for DLAT ,Schneider Electric Pvt Ltd,7 - 8 yrs,Gurgaon,https://www.timesjobs.com/job-detail/data-analyst-for-dlat-schneider-electric-pvt-ltd-gurgaon-7-to-8-yrs-jobid-LY__PLUS__YGcPYcMZzpSvf__PLUS__uAgZw==&source=srp,"['java', 'pim', 'xml', 'html', 'api', 'oracle environment', 'javascript', 'ms office suite', 'sql', 'database', 'middleware', 'information management', 'team player']"
168,Sr. Data Analyst ,DemandMatrix,5 - 8 yrs,Pune,https://www.timesjobs.com/job-detail/sr-data-analyst-demandmatrix-pune-5-to-8-yrs-jobid-tl5Kqn3IKdhzpSvf__PLUS__uAgZw==&source=srp,"['python', 'bi', 'sql', 'postgresql', 'xml', 'linux', 'json', 'html']"
169,Designation: Data Analyst ,Hash connect,3 - 5 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/designation-data-analyst-hash-connect-bengaluru-bangalore-3-to-5-yrs-jobid-o3wByIvNktJzpSvf__PLUS__uAgZw==&source=srp,"['trend', 'google adwords', 'marketing', 'campaigns']"
170,Data Analyst 2 ,PUBLICIS GROUPE,4 - 7 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/data-analyst-2-publicis-groupe-bengaluru-bangalore-4-to-7-yrs-jobid-k5vB__PLUS__WU__SLASH__3DFzpSvf__PLUS__uAgZw==&source=srp,"['artificial intelligence', 'sql', 'crm', 'python', 'sas', 'machine learning', 'identity management', 'sql programming']"
171,Lead Data Analyst ,PUBLICIS GROUPE,6 - 9 yrs,"Ahmedabad,  Gurgaon,  Mumbai,  Bengaluru / Bangalore",https://www.timesjobs.com/job-detail/lead-data-analyst-publicis-groupe-ahmedabad-gurgaon-mumbai-bengaluru-bangalore-6-to-9-yrs-jobid-Joh0ywjvelZzpSvf__PLUS__uAgZw==&source=srp,"['hybris', 'bi', 'sql', 'salesforce', 'episerver', 'devops', 'magento', 'mobile', 'demandware', 'drupal', 'infrastructure']"
172,Lead Data Analyst ,PUBLICIS GROUPE,6 - 9 yrs,"Ahmedabad,  Gurgaon,  Mumbai,  Bengaluru / Bangalore",https://www.timesjobs.com/job-detail/lead-data-analyst-publicis-groupe-ahmedabad-gurgaon-mumbai-bengaluru-bangalore-6-to-9-yrs-jobid-eD9B48IH__SLASH__FFzpSvf__PLUS__uAgZw==&source=srp,"['hybris', 'bi', 'sql', 'salesforce', 'episerver', 'devops', 'magento', 'mobile', 'demandware', 'drupal', 'infrastructure']"
173,Acoustic Data Analyst ,XYLEM WATER SOLUTIONS INDIA PVT. LTD,0 - 3 yrs,Philippines,https://www.timesjobs.com/job-detail/acoustic-data-analyst-xylem-water-solutions-india-pvt-ltd-philippines-0-to-3-yrs-jobid-ZbJheKO2NDtzpSvf__PLUS__uAgZw==&source=srp,"['c', 'computer programming', 'artificial intelligence', 'sql', 'pattern recognition', 'python', 'infrastructure']"
174,Data Analyst( Smart Chain ),Binance,2 - 5 yrs,China,https://www.timesjobs.com/job-detail/data-analyst-smart-chain-binance-china-2-to-5-yrs-jobid-9MaL7yWTx__PLUS__FzpSvf__PLUS__uAgZw==&source=srp,"['c', 'sql', 'database management', 'java', 'python', 'sas', 'team player', 'machine learning', 'nosql', 'neo4j']"
175,SQL Data Analyst ,Harmony Data Integration Technologies,3 - 6 yrs,Mohali,https://www.timesjobs.com/job-detail/sql-data-analyst-harmony-data-integration-technologies-mohali-3-to-6-yrs-jobid-sRFh6h8WokdzpSvf__PLUS__uAgZw==&source=srp,"['c#', 'python', 'c', 'c', 'sql', 'java', 'infrastructure']"
176,Credit Data Analyst ,ion trading india pvt. ltd.,0 - 3 yrs,Mumbai,https://www.timesjobs.com/job-detail/credit-data-analyst-ion-trading-india-pvt-ltd-mumbai-0-to-3-yrs-jobid-MftSym6IgApzpSvf__PLUS__uAgZw==&source=srp,"['financial analysis', 'accountant', 'accounting', 'spreadsheets', 'legal', 'financial accounts', 'financial statements', 'excel', 'accountancy', 'accounts', 'finance']"
177,Data Analyst Manager ,Binance,8 - 11 yrs,China,https://www.timesjobs.com/job-detail/data-analyst-manager-binance-china-8-to-11-yrs-jobid-oAQKwbgeki5zpSvf__PLUS__uAgZw==&source=srp,"['c', 'sql', 'database management', 'java', 'python', 'sas', 'nosql', 'neo4j']"
178,BUSINESS DATA ANALYST ,green-tree advisory,3 - 6 yrs,Gurgaon,https://www.timesjobs.com/job-detail/business-data-analyst-green-tree-advisory-gurgaon-3-to-6-yrs-jobid-__SLASH__kuYVL79PqBzpSvf__PLUS__uAgZw==&source=srp,"['oracle', 'information management', 'sas', 'data mining', 'ms access', 'javascript', 'sql', 'database', 'bw', 'xml']"
179,Lab Data Analyst ,Iqvia,2 - 5 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/lab-data-analyst-iqvia-bengaluru-bangalore-2-to-5-yrs-jobid-9izYeGdZtfZzpSvf__PLUS__uAgZw==&source=srp,"['regulatory requirements', 'ich', 'validation', 'clinical lab', 'glp', 'clinical', 'clinical research', 'data management', 'scientist', 'regulatory', 'life sciences', 'sas programming']"
180,Junior Data Analyst ,Binance,3 - 6 yrs,Singapore,https://www.timesjobs.com/job-detail/junior-data-analyst-binance-singapore-3-to-6-yrs-jobid-Si9GPb4Xg1NzpSvf__PLUS__uAgZw==&source=srp,"['hive', 'bi', 'data warehousing', 'sql', 'hadoop', 'big data', 'python', 'logical thinking']"
181,Sr Data Analyst ,2SOFT SOLUTIONS PVT LTD,5 - 8 yrs,Mumbai,https://www.timesjobs.com/job-detail/sr-data-analyst-2soft-solutions-pvt-ltd-mumbai-5-to-8-yrs-jobid-GXHsvQnYPwdzpSvf__PLUS__uAgZw==&source=srp,"['bi', 'data warehousing', 'sql', 'database development', 'database', 'ssrs', 'mysql', 'cloud computing', 'solution architect', 'sas', 'triggers']"
182,Lead Data Analyst- Adobe ,PUBLICIS GROUPE,4 - 7 yrs,"Ahmedabad,  Gurgaon,  Mumbai,  Bengaluru / Bangalore",https://www.timesjobs.com/job-detail/lead-data-analyst-adobe-publicis-groupe-ahmedabad-gurgaon-mumbai-bengaluru-bangalore-4-to-7-yrs-jobid-ojw8a9WqFzlzpSvf__PLUS__uAgZw==&source=srp,"['hybris', 'bi', 'salesforce', 'episerver', 'devops', 'report builder', 'magento', 'mobile', 'demandware', 'drupal', 'infrastructure']"
183,Senior Data Analyst ,jupiter,3 - 6 yrs,"Mumbai,  Bengaluru / Bangalore",https://www.timesjobs.com/job-detail/senior-data-analyst-jupiter-mumbai-bengaluru-bangalore-3-to-6-yrs-jobid-h6ytttcpT__PLUS__FzpSvf__PLUS__uAgZw==&source=srp,"['bi', 'sql', 'database', 'press', 'crm', 'python', 'mobile', 'problem solving', 'infrastructure']"
184,AVP - Data Analyst - digital ,dbs asia hub 2,3 - 12 yrs,Mumbai,https://www.timesjobs.com/job-detail/avp-data-analyst-digital-dbs-asia-hub-2-mumbai-3-to-12-yrs-jobid-AF4JlExmggNzpSvf__PLUS__uAgZw==&source=srp,"['hive', 'ds', 'sql', 'hadoop', 'python', 'sas', 'machine learning', 'nosql']"
185,Immediate opening For Data Analyst ,APPLYCUP HIRING SOLUTIONS LLP,0 - 2 yrs,Chennai,https://www.timesjobs.com/job-detail/immediate-opening-for-data-analyst-applycup-hiring-solutions-llp-chennai-0-to-2-yrs-jobid-4BXKL4TQtg1zpSvf__PLUS__uAgZw==&source=srp,"['algorithms', 'machine learning', 'artificial intelligence', 'data extraction', 'written communication']"
186,Data Analysts / HTML Editor ,ace softex pvt. ltd.,0 - 3 yrs,Rajkot,https://www.timesjobs.com/job-detail/data-analysts-html-editor-ace-softex-pvt-ltd-rajkot-0-to-3-yrs-jobid-wlDd24X5uGpzpSvf__PLUS__uAgZw==&source=srp,"['css', 'xml', 'html']"
187,Senior Data Analysts ,pratibha analytics,1 - 6 yrs,Hyderabad/Secunderabad,https://www.timesjobs.com/job-detail/senior-data-analysts-pratibha-analytics-hyderabad-secunderabad-1-to-6-yrs-jobid-THvRE__SLASH__nu4pRzpSvf__PLUS__uAgZw==&source=srp,"['bi', 'hadoop', 'pl/sql', 'big data', 'sql']"
188,Item Data Analyst ,TARGET,4 - 7 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/item-data-analyst-target-bengaluru-bangalore-4-to-7-yrs-jobid-JaJu1l6__SLASH__eXhzpSvf__PLUS__uAgZw==&source=srp,"['action', 'operational excellence', 'planning']"
189,Data Analyst I ,CERNER,0 - 3 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/data-analyst-i-cerner-bengaluru-bangalore-0-to-3-yrs-jobid-mIj8IfFyKT9zpSvf__PLUS__uAgZw==&source=srp,"['decision making', 'development planning', 'strategic planning']"
190,Clinical Data Analyst ,Eli Lilly & company India Pvt Ltd,3 - 5 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/clinical-data-analyst-eli-lilly-company-india-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-i61MDZFFIHRzpSvf__PLUS__uAgZw==&source=srp,"['data mining', 'bi', 'dbms', 't-sql', 'sql', 'python', 'sas', 'problem solving', 'written communication', 'leadership skills']"
191,ServiceNow Data Analyst ,Exxon Mobil Corporation,4 - 7 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/servicenow-data-analyst-exxon-mobil-corporation-bengaluru-bangalore-4-to-7-yrs-jobid-OEX__PLUS__jXqZP8pzpSvf__PLUS__uAgZw==&source=srp,"['information technology', 'sql', 'data extraction', 'database', 'devops', 'servicenow']"
192,PDM Data Analyst ,Schneider Electric Pvt Ltd,3 - 6 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/pdm-data-analyst-schneider-electric-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-12iv7Ofzg6hzpSvf__PLUS__uAgZw==&source=srp,"['java', 'python', 'javascript', 'unix', 'data warehousing', 'linux', 'perl', 'technical skills', 'solaris', 'os', 'team player', 'machine learning']"
193,Marketing Data Analyst ,dkatalis labs,0 - 3 yrs,Indonesia,https://www.timesjobs.com/job-detail/marketing-data-analyst-dkatalis-labs-indonesia-0-to-3-yrs-jobid-U9iCvffkg7tzpSvf__PLUS__uAgZw==&source=srp,"['marketing', 'marketing campaigns', 'campaigns', 'marketing analytics', 'segmentation', 'marketing analyst']"
194,Credit Data Analyst ,ion trading india pvt. ltd.,0 - 3 yrs,Mumbai,https://www.timesjobs.com/job-detail/credit-data-analyst-ion-trading-india-pvt-ltd-mumbai-0-to-3-yrs-jobid-VBBF5hJLX2JzpSvf__PLUS__uAgZw==&source=srp,"['accounting', 'spreadsheets', 'legal', 'financial accounts', 'financial statements', 'excel', 'accounts']"
195,Lead Data Analyst ,PUBLICIS GROUPE,4 - 7 yrs,"Ahmedabad,  Gurgaon,  Mumbai,  Bengaluru / Bangalore",https://www.timesjobs.com/job-detail/lead-data-analyst-publicis-groupe-ahmedabad-gurgaon-mumbai-bengaluru-bangalore-4-to-7-yrs-jobid-KTyKomPlMEBzpSvf__PLUS__uAgZw==&source=srp,"['hybris', 'bi', 'salesforce', 'episerver', 'devops', 'report builder', 'magento', 'mobile', 'demandware', 'drupal', 'infrastructure']"
196,Senior Data Analyst ,PUBLICIS GROUPE,5 - 9 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/senior-data-analyst-publicis-groupe-bengaluru-bangalore-5-to-9-yrs-jobid-y2YCyhyfwHlzpSvf__PLUS__uAgZw==&source=srp,"['sql', 'hadoop', 'big data', 'crm', 'python', 'sas', 'system management', 'problem solving', 'team player', 'identity management', 'written communication', 'sas access']"
197,Senior Data Analyst ,Epsilon,5 - 9 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/senior-data-analyst-epsilon-bengaluru-bangalore-5-to-9-yrs-jobid-Z8SFnLsPUV1zpSvf__PLUS__uAgZw==&source=srp,"['sql', 'hadoop', 'big data', 'crm', 'python', 'sas', 'system management', 'problem solving', 'team player', 'identity management', 'written communication', 'sas access']"
198,Data Analyst Data and Analytics ,Intel Technology India Pvt Ltd,0 - 3 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/data-analyst-data-and-analytics-intel-technology-india-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-txUgsWuadhBzpSvf__PLUS__uAgZw==&source=srp,"['metadata', 'information technology', 'data quality', 'data integration', 'hosting', 'data warehousing', 'msbi']"
199,Sr. Marketing Data Analyst ,AlphaSense,5 - 8 yrs,New York City,https://www.timesjobs.com/job-detail/sr-marketing-data-analyst-alphasense-new-york-city-5-to-8-yrs-jobid-LtS84yyQBp5zpSvf__PLUS__uAgZw==&source=srp,"['digital marketing', 'customer marketing', 'campaigns', 'marketo', 'marketing programs', 'offline marketing', 'demand generation', 'marketing analytics', 'content marketing', 'marketing', 'product marketing', 'trade', 'web analytics', 'google analytics']"
200,Product Data Analyst ,TARGET,4 - 7 yrs,Bengaluru / Bangalore,https://www.timesjobs.com/job-detail/product-data-analyst-target-bengaluru-bangalore-4-to-7-yrs-jobid-lO5CmT__SLASH__D4eNzpSvf__PLUS__uAgZw==&source=srp,"['hive', 'data mining', 'sql', 'testing tools', 'big data', 'python', 'information management', 'database programming', 'reporting tools']"
